NR_046018.2	DDX11L1
NM_001301058.1	ABHD11
NR_026912.2	ABHD11
NM_001321382.1	ABHD11
NM_148913.3	ABHD11
NM_001306.3	CLDN3
NM_001305.4	CLDN4
NM_152559.2	WBSCR27
NM_182504.3	WBSCR28
NM_001278918.1	ELN
NM_001081752.2	ELN
NM_001278917.1	ELN
NM_001278914.1	ELN
NM_001278913.1	ELN
NM_001278916.1	ELN
NM_001081755.2	ELN
NM_001278912.1	ELN
NM_000501.3	ELN
NM_001278915.1	ELN
NM_001278939.1	ELN
NM_001081753.2	ELN
NM_001081754.2	ELN
NM_002314.3	LIMK1
NM_001204426.1	LIMK1
NM_031992.1	EIF4H
NM_022170.1	EIF4H
NR_030321.1	MIR590
NM_014146.3	LAT2
NM_032463.2	LAT2
NM_032464.2	LAT2
NM_001278791.1	RFC2
NM_001278793.1	RFC2
NM_181471.2	RFC2
NM_002914.4	RFC2
NM_001278792.1	RFC2
NM_032421.2	CLIP2
NM_003388.4	CLIP2
NM_005685.3	GTF2IRD1
NM_016328.2	GTF2IRD1
NM_001199207.1	GTF2IRD1
NM_001280800.1	GTF2I
NM_001518.4	GTF2I
NM_033000.3	GTF2I
NM_001163636.2	GTF2I
NM_033001.3	GTF2I
NM_032999.3	GTF2I
NR_110044.1	LOC101926943
NM_000265.5	NCF1
NM_173537.3	GTF2IRD2
NM_001281447.1	GTF2IRD2
NR_040584.2	STAG3L2
NR_027776.2	PMS2P5
NR_027775.2	PMS2P5
NR_027777.2	PMS2P5
NM_001145064.2	GATSL2
NM_148842.2	RCC1L
NM_030798.4	RCC1L
NM_001281441.1	RCC1L
NM_001003795.2	GTF2IRD2B
NR_003187.3	NCF1C
NR_002206.3	GTF2IP1
NR_003614.3	PMS2P2
NR_040583.2	STAG3L1
NR_003602.3	LOC541473
NM_198924.3	TRIM73
NR_104013.1	NSUN5P1
NR_033322.3	NSUN5P1
NM_001099415.2	POM121C
NM_001306141.1	SPDYE5
NR_028059.1	PMS2P3
NM_005338.6	HIP1
NM_001243198.2	HIP1
NM_006072.4	CCL26
NM_002991.2	CCL24
NM_001346189.1	RHBDD2
NM_001346188.1	RHBDD2
NM_001346187.1	RHBDD2
NM_001040456.2	RHBDD2
NR_144391.1	RHBDD2
NR_144390.1	RHBDD2
NM_001040457.2	RHBDD2
NM_001346186.1	RHBDD2
NM_000941.2	POR
NR_039795.1	MIR4651
NR_002955.1	SNORA14A
NM_031925.2	TMEM120A
NM_001317803.1	TMEM120A
NR_134487.1	STYXL1
NM_001317789.1	STYXL1
NM_001317785.1	STYXL1
NM_016086.2	STYXL1
NM_001317786.1	STYXL1
NR_134486.1	STYXL1
NM_001317787.1	STYXL1
NM_001317788.1	STYXL1
NR_104165.1	MDH2
NM_001282404.1	MDH2
NM_001282403.1	MDH2
NM_005918.3	MDH2
NR_135079.1	GTF2IP7
NM_001110199.2	SRRM3
NM_001291831.1	SRRM3
NM_001540.3	HSPB1
NM_012479.3	YWHAG
NM_080744.1	SSC4D
NM_007155.5	ZP3
NM_001110354.1	ZP3
NM_001102595.1	DTX2
NM_001102594.1	DTX2
NM_020892.2	DTX2
NR_003262.1	FDPSP2
NM_001102596.1	DTX2
NM_001347684.1	UPK3B
NR_029411.1	LOC100133091
NM_012230.3	POMZP3
NM_152992.2	POMZP3
NR_023383.1	DTX2P1-UPK3BP1-PMS2P11
NR_028058.1	PMS2P9
NM_020879.2	CCDC146
NM_006682.2	FGL2
NM_017439.3	GSAP
NR_110073.1	LOC101927243
NM_002835.3	PTPN12
NM_001131009.1	PTPN12
NM_001131008.1	PTPN12
NR_134253.1	APTR
NR_134254.1	APTR
NR_134251.1	APTR
NR_038361.1	APTR
NM_198467.2	RSBN1L
NM_032936.3	TMEM60
NM_001127360.1	PHTF2
NM_001127358.1	PHTF2
NM_001127359.1	PHTF2
NM_020432.4	PHTF2
NM_001127357.1	PHTF2
NM_012301.3	MAGI2
NM_001301128.1	MAGI2
NR_003680.1	RPL13AP17
NR_046689.1	MAGI2-AS2
NR_038345.1	MAGI2-AS3
NR_038346.1	MAGI2-AS3
NR_038343.2	MAGI2-AS3
NR_038344.1	MAGI2-AS3
NM_002069.5	GNAI1
NM_001256414.1	GNAI1
NR_110075.1	LOC101927269
NM_001102386.2	GNAT3
NM_001001547.2	CD36
NM_001289911.1	CD36
NM_000072.3	CD36
NM_001001548.2	CD36
NM_001289909.1	CD36
NR_110501.1	CD36
NM_001127443.1	CD36
NM_001127444.1	CD36
NM_001289908.1	CD36
NM_006379.3	SEMA3C
NR_136264.1	LOC105369146
NR_126026.1	LOC100128317
NR_126025.1	LOC100128317
NM_000601.5	HGF
NM_001010932.2	HGF
NM_001010931.2	HGF
NM_001010933.2	HGF
NM_001010934.2	HGF
NM_000722.3	CACNA2D1
NR_110077.1	LOC101927356
NR_110076.1	LOC101927356
NM_001302890.1	CACNA2D1
NM_033026.5	PCLO
NM_014510.2	PCLO
NM_001178129.1	SEMA3E
NM_012431.2	SEMA3E
NM_006080.2	SEMA3A
NR_110079.1	LOC101927378
NR_110080.1	LOC101927378
NM_152754.2	SEMA3D
NR_134240.1	LINC00972
NM_000840.2	GRM3
NM_152748.3	KIAA1324L
NM_001291990.1	KIAA1324L
NM_001291991.1	KIAA1324L
NM_001142749.2	KIAA1324L
NR_136252.1	LOC101927420
NR_136253.1	LOC101927420
NM_001142326.1	DMTF1
NM_001142327.1	DMTF1
NR_024550.1	DMTF1
NR_024549.1	DMTF1
NM_021145.3	DMTF1
NM_024315.3	TMEM243
NM_001329475.1	TMEM243
NM_001329474.1	TMEM243
NR_138030.1	TMEM243
NM_001329473.1	TMEM243
NM_001329472.1	TMEM243
NR_015381.1	TP53TG1
NM_001243745.1	CROT
NM_021151.3	CROT
NM_001143935.1	CROT
NM_018849.2	ABCB4
NM_000443.3	ABCB4
NM_018850.2	ABCB4
NM_000927.4	ABCB1
NM_001134406.1	RUNDC3B
NM_001134405.1	RUNDC3B
NM_138290.2	RUNDC3B
NM_018843.3	SLC25A40
NM_001318061.1	DBF4
NM_001318060.1	DBF4
NM_001318062.1	DBF4
NM_006716.3	DBF4
NM_021721.4	ADAM22
NM_004194.4	ADAM22
NM_001324417.1	ADAM22
NM_001324419.1	ADAM22
NM_001324421.1	ADAM22
NM_016351.5	ADAM22
NM_021722.5	ADAM22
NM_021723.4	ADAM22
NM_001324420.1	ADAM22
NM_001324418.1	ADAM22
NM_003130.3	SRI
NM_198901.1	SRI
NM_001256891.1	SRI
NM_001256892.1	SRI
NR_120517.1	LOC102723885
NM_001205315.1	STEAP4
NM_024636.3	STEAP4
NM_001205316.1	STEAP4
NM_181646.3	ZNF804B
NM_152706.3	C7orf62
NR_110029.2	STEAP2-AS1
NR_003551.1	DPY19L2P4
NM_012449.2	STEAP1
NM_001244945.1	STEAP2
NM_152999.3	STEAP2
NM_001244944.1	STEAP2
NM_001244946.1	STEAP2
NM_001040665.1	STEAP2
NM_001040666.1	STEAP2
NM_001160138.1	CFAP69
NM_001039706.2	CFAP69
NR_110085.1	LOC101927446
NM_001042717.2	GTPBP10
NM_033107.3	GTPBP10
NR_102424.1	LOC101409256
NM_012129.4	CLDN12
NM_001185072.2	CLDN12
NM_001185073.2	CLDN12
NM_001287135.1	CDK14
NM_012395.3	CDK14
NM_001287137.1	CDK14
NM_001287136.1	CDK14
NM_003505.1	FZD1
NM_001301135.1	MTERF1
NM_006980.4	MTERF1
NM_001301134.1	MTERF1
NM_147185.2	AKAP9
NM_005751.4	AKAP9
NM_000786.3	CYP51A1
NM_001146152.1	CYP51A1
NR_122110.1	CYP51A1-AS1
NR_122109.1	CYP51A1-AS1
NM_001161528.1	LRRD1
NM_004912.3	KRIT1
NM_194454.1	KRIT1
NM_001013406.1	KRIT1
NM_194455.1	KRIT1
NM_194456.1	KRIT1
NR_031616.1	MIR1285-1
NM_019004.1	ANKIB1
NM_001317905.1	LOC105375396
NR_052016.1	GATAD1
NM_021167.4	GATAD1
NM_001130925.1	ERVW-1
NM_014590.3	ERVW-1
NM_001282678.1	PEX1
NM_000466.2	PEX1
NM_001282677.1	PEX1
NM_032120.3	RBM48
NM_001288584.1	FAM133B
NM_001040057.2	FAM133B
NM_152789.3	FAM133B
NR_109929.1	FAM133B
NM_001259.6	CDK6
NM_001145306.1	CDK6
NR_110088.1	LOC101927497
NR_110087.1	LOC101927497
NR_110086.1	LOC101927497
NM_017654.3	SAMD9
NM_001193307.1	SAMD9
NM_152703.3	SAMD9L
NM_001303497.1	SAMD9L
NM_001303496.1	SAMD9L
NM_001303498.1	SAMD9L
NM_001303500.1	SAMD9L
NM_198151.3	HEPACAM2
NM_001288810.2	HEPACAM2
NM_001288804.2	HEPACAM2
NM_001039372.3	HEPACAM2
NM_001346642.1	HEPACAM2
NM_024553.2	VPS50
NM_017667.3	VPS50
NM_001257998.1	VPS50
NM_001164738.1	CALCR
NM_001164737.1	CALCR
NM_001742.3	CALCR
NR_030388.1	MIR653
NR_030164.1	MIR489
NR_039796.1	MIR4652
NM_006528.3	TFPI2
NM_001271004.1	TFPI2
NM_001271003.1	TFPI2
NR_134235.1	LOC105375401
NM_001329426.1	GNGT1
NM_021955.4	GNGT1
NM_004126.3	GNG11
NR_133908.1	BET1
NR_133909.1	BET1
NM_005868.5	BET1
NM_001317739.1	BET1
NM_000089.3	COL1A2
NM_022900.4	CASD1
NM_001346719.1	SGCE
NM_001346720.1	SGCE
NM_001346713.1	SGCE
NM_001346715.1	SGCE
NM_001099401.1	SGCE
NM_003919.2	SGCE
NM_001099400.1	SGCE
NM_001346717.1	SGCE
NM_001301139.1	SGCE
NM_015068.3	PEG10
NM_001040152.1	PEG10
NM_001184962.1	PEG10
NM_001184961.1	PEG10
NM_001172438.2	PEG10
NM_001172437.2	PEG10
NM_017650.2	PPP1R9A
NM_001166160.1	PPP1R9A
NM_001166163.1	PPP1R9A
NM_001166161.1	PPP1R9A
NM_001166162.1	PPP1R9A
NM_000446.5	PON1
NM_000940.2	PON3
NM_000305.2	PON2
NM_001018161.1	PON2
NM_145872.2	ASB4
NM_016116.2	ASB4
NM_002612.3	PDK4
NM_001135557.1	DYNC1I1
NM_001135556.1	DYNC1I1
NM_001278421.1	DYNC1I1
NM_004411.4	DYNC1I1
NM_001278422.1	DYNC1I1
NM_001160210.1	SLC25A13
NM_014251.2	SLC25A13
NR_027662.1	SLC25A13
NR_030322.1	MIR591
NM_001201450.1	C7orf76
NM_001201451.1	C7orf76
NR_038948.1	LOC100506136
NM_006304.1	SEM1
NR_015448.1	DLX6-AS1
NM_005222.3	DLX6
NM_005221.5	DLX5
NM_020186.2	SDHAF3
NM_013998.2	TAC1
NM_013997.2	TAC1
NM_013996.2	TAC1
NM_003182.2	TAC1
NM_133436.3	ASNS
NM_001178077.1	ASNS
NM_183356.3	ASNS
NM_001673.4	ASNS
NM_001178075.1	ASNS
NM_001178076.1	ASNS
NR_049875.1	MIR5692A1
NR_049868.1	MIR5692C2
NR_002822.3	MGC72080
NM_006188.3	OCM2
NM_014916.3	LMTK2
NM_177455.3	BHLHA15
NM_015395.2	TECPR1
NM_015379.4	BRI3
NM_001159491.1	BRI3
NM_018842.4	BAIAP2L1
NM_002523.2	NPTX2
NM_001134450.1	TMEM130
NM_152913.2	TMEM130
NM_001134451.1	TMEM130
NM_003496.3	TRRAP
NM_001244580.1	TRRAP
NR_037403.1	MIR3609
NR_132754.1	SCARNA28
NR_110102.1	LOC101927550
NM_020429.2	SMURF1
NM_181349.2	SMURF1
NM_001199847.1	SMURF1
NM_001145715.2	KPNA7
NR_002147.2	MYH16
NM_001190996.1	ARPC1A
NM_006409.3	ARPC1A
NM_005720.3	ARPC1B
NM_014891.6	PDAP1
NM_003910.3	BUD31
NM_015545.3	PTCD1
NM_001198879.1	ATP5J2-PTCD1
NM_001318161.1	CPSF4
NM_001318160.1	CPSF4
NM_001081559.2	CPSF4
NM_006693.3	CPSF4
NM_001318162.1	CPSF4
NM_004889.3	ATP5J2
NM_001003714.2	ATP5J2
NM_001003713.2	ATP5J2
NM_001039178.2	ATP5J2
NM_001013258.1	ZNF789
NM_213603.2	ZNF789
NM_001345968.1	ZNF394
NM_032164.3	ZNF394
NM_001345967.1	ZNF394
NM_001318083.1	ZKSCAN5
NM_145102.3	ZKSCAN5
NM_001318082.1	ZKSCAN5
NM_014569.3	ZKSCAN5
NM_001318084.1	ZKSCAN5
NM_145111.3	FAM200A
NM_001085366.1	ZNF655
NM_024061.3	ZNF655
NM_138494.2	ZNF655
NM_001083956.1	ZNF655
NM_001009958.1	ZNF655
NM_001085367.1	ZNF655
NM_001009960.1	ZNF655
NM_001085368.1	ZNF655
NM_001195543.2	GS1-259H13.2
NM_001195542.2	GS1-259H13.2
NM_001195541.2	GS1-259H13.2
NM_145115.2	ZSCAN25
NR_033807.2	CYP3A5
NM_001291829.1	CYP3A5
NM_001291830.1	CYP3A5
NM_000777.4	CYP3A5
NM_001190484.2	CYP3A5
NM_001256497.2	CYP3A7-CYP3A51P
NM_000765.4	CYP3A7
NM_017460.5	CYP3A4
NM_001202855.2	CYP3A4
NR_103868.1	CYP3A43
NM_057096.3	CYP3A43
NM_057095.2	CYP3A43
NM_022820.4	CYP3A43
NR_103869.1	CYP3A43
NM_001278921.1	CYP3A43
NM_001005276.1	OR2AE1
NM_033017.3	TRIM4
NM_033091.2	TRIM4
NM_181538.2	GJC3
NM_001185.3	AZGP1
NR_036679.1	AZGP1P1
NM_001287055.2	ZKSCAN1
NM_001346580.1	ZKSCAN1
NM_003439.3	ZKSCAN1
NR_144477.1	ZKSCAN1
NM_001287054.2	ZKSCAN1
NM_001346581.1	ZKSCAN1
NM_001346579.1	ZKSCAN1
NM_145914.2	ZSCAN21
NM_017715.3	ZNF3
NM_001318137.1	ZNF3
NM_032924.4	ZNF3
NM_001278292.1	ZNF3
NM_001318135.1	ZNF3
NM_001278290.1	ZNF3
NM_001318136.1	ZNF3
NM_001278291.1	ZNF3
NM_001278284.1	ZNF3
NM_001278287.1	ZNF3
NM_006833.4	COPS6
NM_182776.2	MCM7
NM_001278595.1	MCM7
NM_005916.4	MCM7
NR_029498.1	MIR25
NR_029510.1	MIR93
NR_029831.1	MIR106B
NM_004722.3	AP4M1
NM_005641.3	TAF6
NR_033792.1	TAF6
NM_139315.2	TAF6
NM_001190415.1	TAF6
NM_152755.1	CNPY4
NM_203397.2	MBLAC1
NM_001318237.1	LAMTOR4
NR_134526.1	LAMTOR4
NM_001008395.3	LAMTOR4
NM_001318236.1	LAMTOR4
NR_134527.1	LAMTOR4
NR_134529.1	LAMTOR4
NR_134528.1	LAMTOR4
NR_134530.1	LAMTOR4
NM_018275.4	C7orf43
NM_001303470.1	C7orf43
NR_039802.1	MIR4658
NM_024637.4	GAL3ST4
NM_152742.2	GPC2
NM_001282716.1	STAG3
NM_001282718.1	STAG3
NM_012447.3	STAG3
NM_001282717.1	STAG3
NR_028039.1	GATS
NR_028040.1	GATS
NM_178831.6	GATS
NR_028038.1	GATS
NM_024070.3	PVRIG
NM_001004351.4	SPDYE3
NR_003613.1	PMS2P1
NR_036569.1	STAG3L5P-PVRIG2P-PILRB
NR_036570.1	STAG3L5P-PVRIG2P-PILRB
NR_103720.1	STAG3L5P
NR_103728.1	PVRIG2P
NR_106899.1	MIR6840
NM_178238.3	PILRB
NM_178273.1	PILRA
NM_178272.1	PILRA
NM_013439.2	PILRA
NM_001258008.1	ZCWPW1
NM_017984.4	ZCWPW1
NM_001194992.1	MEPCE
NM_001194991.1	MEPCE
NM_001194990.1	MEPCE
NM_019606.5	MEPCE
NM_145030.3	PPP1R35
NM_001346938.1	PPP1R35
NM_001004323.1	C7orf61
NM_030935.4	TSC22D4
NM_001303043.1	TSC22D4
NR_130118.1	TSC22D4
NR_130119.1	TSC22D4
NM_173564.3	NYAP1
NM_006076.4	AGFG2
NM_001168682.1	SAP25
NM_002319.4	LRCH4
NM_001289934.1	LRCH4
NM_001289933.1	ZASP
NM_033506.2	FBXO24
NR_038910.1	PCOLCE-AS1
NM_001163499.1	FBXO24
NM_012172.4	FBXO24
NM_002593.3	PCOLCE
NM_001040097.1	MOSPD3
NM_001040098.1	MOSPD3
NM_001040099.1	MOSPD3
NM_023948.4	MOSPD3
NM_001206855.1	TFR2
NM_003227.3	TFR2
NR_134539.1	ACTL6B
NM_016188.4	ACTL6B
NR_133946.1	LOC105375429
NM_005273.3	GNB2
NM_022574.4	GIGYF1
NM_005837.2	POP7
NM_000799.2	EPO
NR_111919.1	ZAN
NM_003386.2	ZAN
NM_173059.2	ZAN
NR_111918.1	ZAN
NR_111917.1	ZAN
NM_004444.4	EPHB4
NM_001267812.1	SLC12A9
NM_001267814.1	SLC12A9
NM_020246.3	SLC12A9
NM_003302.2	TRIP6
NR_106935.1	MIR6875
NM_001128854.1	SRRT
NM_001128852.1	SRRT
NM_001128853.1	SRRT
NM_015908.5	SRRT
NM_001015072.3	UFSP1
NM_015831.2	ACHE
NM_000665.4	ACHE
NM_001282449.1	ACHE
NM_001302622.1	ACHE
NM_001302621.1	ACHE
NM_005960.1	MUC3A
NM_001164462.1	MUC12
NR_120519.1	LOC102724094
NR_120520.1	LOC102724094
NR_133665.1	MUC17
NM_001040105.1	MUC17
NM_030961.2	TRIM56
NM_000602.4	SERPINE1
NM_001283.3	AP1S1
NR_039797.1	MIR4653
NM_003378.3	VGF
NM_198571.2	NAT16
NM_178176.3	MOGAT3
NM_001287147.1	MOGAT3
NM_001084.4	PLOD3
NM_006349.2	ZNHIT1
NM_014343.2	CLDN15
NM_001185080.1	CLDN15
NM_016068.2	FIS1
NR_110115.2	LOC101927746
NM_001287525.1	IFT22
NM_001130821.2	IFT22
NM_022777.3	IFT22
NM_001130820.2	IFT22
NM_001130822.2	IFT22
NM_001287526.1	IFT22
NM_133457.4	COL26A1
NM_001278563.2	COL26A1
NR_103749.1	LINC01007
NR_103747.1	LINC01007
NR_103748.1	LINC01007
NM_138403.4	MYL10
NM_001202543.1	CUX1
NM_001202544.2	CUX1
NM_001202545.2	CUX1
NM_181500.3	CUX1
NM_001913.4	CUX1
NM_001202546.2	CUX1
NM_181552.3	CUX1
NM_020979.4	SH2B2
NM_001146210.2	SPDYE6
NM_001347880.1	LOC100289561
NM_001242713.2	LOC100289561
NM_001347879.1	LOC100289561
NR_038967.1	LOC100630923
NM_024653.3	PRKRIP1
NR_031669.1	MIR548O
NM_032831.3	ORAI2
NM_001271819.1	ORAI2
NM_001126340.2	ORAI2
NM_001271818.1	ORAI2
NM_017621.3	ALKBH4
NM_152892.2	LRWD1
NM_001317721.1	LRWD1
NR_049813.1	MIR5090
NR_039677.1	MIR4467
NM_006234.4	POLR2J
NM_001277335.1	RASA4B
NM_001097615.2	POLR2J3
NM_001031618.3	SPDYE2
NM_006989.5	RASA4
NM_001079877.2	RASA4
NM_032959.5	POLR2J2
NM_001114403.2	UPK3BL
NM_001166339.1	SPDYE2B
NM_001145269.1	FAM185A
NR_026879.1	FAM185A
NM_001145268.1	FAM185A
NM_145032.3	FBXL13
NR_105043.1	FBXL13
NM_001111038.1	FBXL13
NM_001287150.1	FBXL13
NM_001031692.2	LRRC17
NM_005824.2	LRRC17
NM_001085386.1	NFE4
NM_001161013.2	ARMC10
NM_001161012.2	ARMC10
NM_001161011.2	ARMC10
NM_001161009.2	ARMC10
NM_001161010.2	ARMC10
NM_031905.4	ARMC10
NM_001122838.1	NAPEPLD
NM_198990.4	NAPEPLD
NR_026660.1	RPL19P12
NR_003561.2	DPY19L2P2
NR_027768.1	DPY19L2P2
NM_004279.2	PMPCB
NM_014377.1	DNAJC2
NM_001129887.1	DNAJC2
NM_001204453.1	PSMC2
NM_002803.3	PSMC2
NM_206883.2	SLC26A5
NM_206884.2	SLC26A5
NM_001321787.1	SLC26A5
NR_135802.1	SLC26A5
NM_206885.2	SLC26A5
NR_120441.1	SLC26A5
NR_120443.1	SLC26A5
NR_120442.1	SLC26A5
NM_198999.2	SLC26A5
NM_001167962.1	SLC26A5
NR_135801.1	SLC26A5
NR_110141.1	LOC101927870
NM_005045.3	RELN
NM_173054.2	RELN
NM_002553.3	ORC5
NM_181747.3	ORC5
NM_199000.2	LHFPL3
NR_034141.1	LHFPL3-AS1
NR_034142.1	LHFPL3-AS1
NR_027374.1	LHFPL3-AS2
NR_039981.2	LINC01004
NR_024586.1	KMT2E-AS1
NM_018682.3	KMT2E
NM_182931.2	KMT2E
NM_182691.2	SRPK2
NM_001278273.1	SRPK2
NM_182692.2	SRPK2
NM_001318163.1	PUS7
NM_019042.4	PUS7
NM_001318164.1	PUS7
NM_001346599.1	RINT1
NM_001346603.1	RINT1
NM_001346601.1	RINT1
NM_001346600.1	RINT1
NR_144478.1	RINT1
NM_021930.5	RINT1
NR_027068.1	EFCAB10
NM_138495.1	ATXN7L1
NM_020725.1	ATXN7L1
NM_001318229.1	ATXN7L1
NM_152749.3	ATXN7L1
NM_001301161.1	CDHR3
NM_152750.4	CDHR3
NM_182715.2	SYPL1
NM_006754.3	SYPL1
NM_005746.2	NAMPT
NM_175884.5	CCDC71L
NM_001282427.1	PIK3CG
NM_001282426.1	PIK3CG
NM_002649.3	PIK3CG
NM_002736.2	PRKAR2B
NM_001244262.1	HBP1
NM_012257.3	HBP1
NM_006348.3	COG5
NM_181733.2	COG5
NM_001161520.1	COG5
NM_005295.2	GPR22
NR_073005.1	DUS4L
NM_001270419.1	DUS4L
NR_073004.1	DUS4L
NR_073003.1	DUS4L
NM_181581.2	DUS4L
NR_073002.1	DUS4L
NR_027830.1	BCAP29
NM_018844.3	BCAP29
NM_001008405.2	BCAP29
NR_028137.1	SLC26A4-AS1
NM_000441.1	SLC26A4
NR_144536.1	LOC101927974
NR_144539.1	LOC101927974
NR_144540.1	LOC101927974
NR_144537.1	LOC101927974
NM_001284291.1	CBLL1
NM_024814.3	CBLL1
NR_024199.2	CBLL1
NM_000111.2	SLC26A3
NM_001289750.1	DLD
NM_001289751.1	DLD
NM_001289752.1	DLD
NM_000108.4	DLD
NM_002291.2	LAMB1
NM_007356.2	LAMB4
NM_001318046.1	LAMB4
NM_001318047.1	LAMB4
NM_001318048.1	LAMB4
NM_001037132.2	NRCAM
NM_001193582.1	NRCAM
NM_001193583.1	NRCAM
NM_001193584.1	NRCAM
NM_005010.4	NRCAM
NM_015723.4	PNPLA8
NM_001256007.2	PNPLA8
NM_001256008.2	PNPLA8
NM_001256009.2	PNPLA8
NM_001256010.2	PNPLA8
NM_001256011.2	PNPLA8
NM_182529.3	THAP5
NM_001287598.1	THAP5
NM_001130475.2	THAP5
NM_001287599.1	THAP5
NM_001287601.1	THAP5
NM_012328.2	DNAJB9
NM_001024607.2	C7orf66
NR_003024.1	EIF3IP1
NM_032549.3	IMMP2L
NM_001244606.1	IMMP2L
NM_018334.4	LRRN3
NM_001099658.1	LRRN3
NM_001099660.1	LRRN3
NM_014705.3	DOCK4
NR_103806.1	DOCK4-AS1
NM_021994.2	ZNF277
NM_001197080.1	IFRD1
NM_001007245.2	IFRD1
NM_001550.3	IFRD1
NR_120333.1	IFRD1
NM_001197079.1	IFRD1
NM_001134468.1	LSMEM1
NM_182597.2	LSMEM1
NR_110160.1	LOC100996249
NR_110159.1	LOC100996249
NR_110158.1	LOC101928012
NM_001287497.1	TMEM168
NM_022484.5	TMEM168
NR_109840.1	TMEM168
NM_152556.2	BMT2
NR_110162.1	HRAT17
NM_001146266.1	GPR85
NM_001146267.1	GPR85
NM_001146265.1	GPR85
NM_018970.6	GPR85
NR_024412.1	LINC00998
NR_015442.1	LINC00998
NM_002711.3	PPP1R3A
NR_033766.1	FOXP2
NM_001172766.2	FOXP2
NM_014491.3	FOXP2
NM_148900.3	FOXP2
NM_148898.3	FOXP2
NR_033767.1	FOXP2
NM_148899.3	FOXP2
NM_001172767.2	FOXP2
NR_037439.1	MIR3666
NM_001166346.1	MDFIC
NM_001166345.1	MDFIC
NM_199072.4	MDFIC
NR_120521.1	LINC01393
NR_126407.1	LINC01392
NM_001244583.1	TFEC
NM_012252.3	TFEC
NM_001018058.2	TFEC
NM_015641.3	TES
NM_152829.2	TES
NR_130921.1	LOC102724434
NR_130923.1	LOC102724434
NR_130922.1	LOC102724434
NM_198212.2	CAV2
NM_001206747.1	CAV2
NM_001233.4	CAV2
NM_001206748.1	CAV2
NM_001753.4	CAV1
NM_001172895.1	CAV1
NM_001172896.1	CAV1
NM_001172897.1	CAV1
NR_120506.1	LINC01510
NM_001324402.1	MET
NM_001324401.1	MET
NM_000245.3	MET
NM_001127500.2	MET
NM_006136.2	CAPZA2
NR_002330.1	ST7-AS1
NM_021908.2	ST7
NM_018412.3	ST7
NR_002329.1	ST7-OT4
NR_106748.1	MIR6132
NR_109980.1	ST7-AS2
NR_002331.3	ST7-AS2
NR_109981.1	ST7-AS2
NR_002332.2	ST7-OT3
NM_003391.2	WNT2
NR_024047.1	WNT2
NM_130768.2	ASZ1
NM_001301821.1	ASZ1
NM_001301822.1	ASZ1
NM_000492.3	CFTR
NM_033427.2	CTTNBP2
NM_016200.4	LSM8
NM_019644.3	ANKRD7
NR_131960.1	LVCAT5
NR_131962.1	LVCAT5
NR_131961.1	LVCAT5
NR_131963.1	LVCAT5
NM_012281.2	KCND2
NM_012338.3	TSPAN12
NM_198267.1	ING3
NM_019071.2	ING3
NM_024913.4	CPED1
NM_001105533.1	CPED1
NM_016087.2	WNT16
NM_057168.1	WNT16
NM_014888.2	FAM3C
NM_001040020.1	FAM3C
NM_001206839.1	PTPRZ1
NM_001206838.1	PTPRZ1
NM_002851.2	PTPRZ1
NM_005763.3	AASS
NM_001024613.3	FEZF1
NM_001160264.2	FEZF1
NR_036484.1	FEZF1-AS1
NM_001167940.1	CADPS2
NM_017954.10	CADPS2
NM_001009571.3	CADPS2
NM_139175.1	RNF133
NM_198085.1	RNF148
NM_016945.2	TAS2R16
NM_001324400.1	SLC13A1
NM_022444.3	SLC13A1
NM_001321293.1	IQUB
NM_001282855.1	IQUB
NR_104244.1	IQUB
NM_178827.4	IQUB
NR_104245.1	IQUB
NM_001282420.2	NDUFA5
NM_001282421.2	NDUFA5
NR_104168.2	NDUFA5
NR_104169.2	NDUFA5
NM_005000.4	NDUFA5
NR_111925.1	NDUFA5
NM_001282422.2	NDUFA5
NM_001282419.2	NDUFA5
NR_111926.1	NDUFA5
NM_001291304.1	NDUFA5
NM_001290258.1	ASB15
NM_080928.4	ASB15
NR_111922.1	LOC102724555
NM_207163.1	LMOD2
NM_003941.3	WASL
NR_002731.1	HYALP1
NM_012269.2	HYAL4
NM_153189.2	SPAM1
NM_001174044.1	SPAM1
NM_003117.4	SPAM1
NM_001174046.1	SPAM1
NM_001174045.1	SPAM1
NR_133947.1	LOC105375483
NM_001136002.1	TMEM229A
NR_110180.1	LOC101928211
NM_005302.3	GPR37
NM_001024603.1	C7orf77
NR_003102.1	POT1
NR_003104.1	POT1
NM_015450.2	POT1
NR_003103.1	POT1
NM_001042594.1	POT1
NR_125719.1	POT1-AS1
NR_125718.1	POT1-AS1
NR_110188.1	LOC101928283
NR_110182.1	LOC101928254
NR_110183.1	LOC101928254
NR_028041.1	GRM8
NM_000845.2	GRM8
NM_001127323.1	GRM8
NR_030323.1	MIR592
NR_110195.1	LOC101928333
NR_110194.1	LOC101928333
NM_176814.4	ZNF800
NR_110024.1	LOC100506682
NM_024523.5	GCC1
NM_001662.3	ARF5
NM_020369.2	FSCN3
NM_006193.2	PAX4
NM_014390.3	SND1
NR_027330.1	SND1-IT1
NM_022143.4	LRRC4
NR_030324.1	MIR593
NR_029596.1	MIR129-1
NM_000230.2	LEP
NR_046216.1	MGC27345
NM_018077.2	RBM28
NM_001166135.1	RBM28
NM_001174164.1	PRRT4
NM_001114726.2	PRRT4
